epoch,loss
0,5.364482513626306
1,3.4131054203531868
2,2.889146015608377
3,2.5220696216340186
4,2.3092712184056268
5,2.2562315365232135
6,2.0928308442234993
7,2.041621546995175
8,1.9545668705384711
9,1.8855389417629056
10,1.8597448705008104
11,1.8141695626889431
12,1.734189089117857
13,1.698699607552758
14,1.7158108006612836
15,1.63992907902781
16,1.6154819137227403
17,1.5923793056051048
18,1.5542877792461172
19,1.5711414339150558
20,1.5201886603219597
21,1.5113120350706544
22,1.4890935754917127
23,1.4808150770345023
24,1.4566218197387242
25,1.4578278154954523
26,1.4272491312728453
