epoch,loss,age_loss,gender_loss,gender_auc,gender_acc
0,1.0877766410509746,17.083162625630695,0.6607950925827026,0.5494949494949495,0.3125
1,1.0085044701894124,17.033742586771652,0.5807260374228159,0.5970223325062035,0.3333333333333333
2,0.9534637431303659,16.87136236826579,0.5285506298144659,0.6155429747812661,0.3958333333333333
3,0.8361557424068451,16.678116798400882,0.41326971848805744,0.7294921875,0.6458333333333334
0,0.4692480949457414,7.024591709289076,0.29425945948826243,0.8817066812612906,0.8161764705882353
1,0.2911753533787317,2.8064866349168494,0.22403152420172864,0.9492547333016644,0.8921097285067874
2,0.2450688487399217,2.4755595469366907,0.1855280322541074,0.9594498761363032,0.9141685520361992
3,0.2027668700431267,2.3195267188872686,0.1462619886712521,0.9626884200057312,0.9247737556561086
4,0.17280918859552205,2.173837768950613,0.11939364273471935,0.967079621608912,0.9357324660633484
5,0.1588997314620881,2.085718010345736,0.10746515880874044,0.9681608656722948,0.937570701357466
6,0.14532138549246534,1.998126359412033,0.095862526874315,0.9698056910391248,0.94414592760181
7,0.13691108013878311,1.9365030092216724,0.08887269285958413,0.9727268601760949,0.9471153846153846
8,0.1279815826817875,1.8953023995209604,0.08080464165354341,0.9745674970071652,0.9502262443438914
9,0.12381563487365775,1.8424378777116672,0.07793865574005468,0.9745890786192412,0.9518523755656108
10,0.11477396210310012,1.7918213618017431,0.07000678376193534,0.9778173687815742,0.9592760180995475
11,0.11278799526831686,1.7720947748395652,0.06849438568041975,0.9782361033270272,0.9572256787330315
12,0.10409632412826314,1.6686621609046988,0.062331733858524675,0.9784185832328128,0.9635888009049772
13,0.100090105052852,1.6314747570866373,0.059211254637157415,0.9807427676914696,0.9646493212669685
14,0.10097231378787244,1.6366954117473973,0.05997765259564395,0.9815396547269818,0.9640130090497736
15,0.09554728735406877,1.6111674319565026,0.05508925489095204,0.9818374078888876,0.9677601809954752
16,0.09312081192430463,1.5729811699951397,0.05361735311071325,0.983122616160522,0.9683964932126696
17,0.08892014863736489,1.560625942786355,0.049634368147288034,0.9832936079040999,0.9724264705882352
18,0.08682489712044125,1.5405431155165936,0.048019277577697216,0.986666827977191,0.9732748868778279
19,0.08628456913170772,1.5306895526286164,0.04772755754711233,0.9852634489868768,0.9729213800904978
20,0.08297212447178849,1.4902905588506037,0.04540510288001422,0.9845871886250752,0.9746182126696832
21,0.08124922017031665,1.4719067975137028,0.04412694412759796,0.9850061727205424,0.9761029411764706
22,0.0811809284435543,1.4720815956188005,0.044052163430814084,0.9843532335906237,0.9750424208144796
23,0.07752185970190828,1.4519692188069833,0.04083230005992298,0.987175002205008,0.9786481900452488
24,0.07553499461914417,1.4141663912329738,0.03980150789325863,0.9868237476724355,0.9790016968325792
25,0.07509238165866465,1.4134715127324626,0.03936562892017945,0.9877034072363395,0.9790016968325792
26,0.07351931120475493,1.4254722400690636,0.03743021881810444,0.987564969609085,0.9806985294117647
27,0.07332462759064805,1.403107013030829,0.03782735682699442,0.9885526873666578,0.9795673076923077
28,0.07130501368314837,1.3678304500439589,0.036695505285896865,0.9887115256767475,0.9806278280542986
29,0.07128038748938641,1.3658700527378875,0.036722552432147657,0.9876145309243668,0.9804864253393665
30,0.06934044634232221,1.3615985286181869,0.03484485090006463,0.9882603827234315,0.9823246606334841
31,0.06891653730167388,1.3535730555586145,0.034623858238132126,0.9890718409005045,0.9828195701357466
32,0.06643505785740676,1.356812831671799,0.03198965516297475,0.9893809543900149,0.9850820135746606
33,0.06646620488527538,1.3202109528343062,0.03299868618121278,0.9892945771037515,0.9835265837104072
34,0.06530937709849817,1.3108910646508722,0.032059763293245565,0.9900628140834388,0.9850113122171946
35,0.0660800754294912,1.3200957064782333,0.0326053256345955,0.9891518809587306,0.9839507918552036
36,0.06372738629368838,1.3008639081570896,0.030703208001006007,0.9902421274586789,0.9856476244343891
37,0.06317807256551754,1.298683730253267,0.030197428779600702,0.9895695628840535,0.9862132352941176
38,0.06274845349766753,1.291464607168107,0.02994904899706314,0.9903507299500152,0.9862132352941176
39,0.06278505797679136,1.2869922003594998,0.030106017194325905,0.990051951030899,0.9858597285067874
40,0.061690168777624003,1.279639464967391,0.029178175268214347,0.9899531573768261,0.9868495475113123
41,0.06144854929129597,1.2710129034060698,0.029160383741088987,0.9912708943695646,0.9867788461538461
42,0.06144945496246556,1.265527003895643,0.029307754627087606,0.9909216390002842,0.9867788461538461
43,0.06121101913703985,1.2694298774003983,0.028958770322689273,0.98977766165349,0.9871323529411765
44,0.060503448722083374,1.2473882916151668,0.028820691215679286,0.9895387665539049,0.9869202488687783
45,0.05939357824480304,1.239853555935001,0.02788232620573725,0.9911459619002626,0.9870616515837104
46,0.059374479096534566,1.2424806078971782,0.027792590555979352,0.9921110256213556,0.9875565610859729
47,0.060207004911725606,1.2482891167383388,0.028492287284382765,0.990480197921503,0.9867081447963801
48,0.058624601257096856,1.2420995138349575,0.027032868484692538,0.9902911279154724,0.9886170814479638
49,0.05718172315457558,1.2237044276829758,0.02604251344344785,0.9896808984314233,0.9886877828054299
50,0.05758623550624936,1.2314209091177892,0.026251839669800586,0.9917814530295038,0.9887584841628959
51,0.05802110311410883,1.2303386890915184,0.026727204297972647,0.9909791791153362,0.9883342760180995
52,0.057396087327727635,1.2183768485601132,0.02640481440011176,0.9915514010741326,0.9881221719457014
