epoch,loss
0,7.9447788003728625
1,5.7065517963427626
2,5.076016920153052
3,4.597000215202571
4,4.3439657709871735
5,4.310405590623203
6,3.8075800760028256
7,3.633201368049615
8,3.5400447097813923
9,3.3220167956832385
10,3.209915147111234
11,3.0533619811241
12,2.936302786227316
13,2.864606059208098
14,2.8043055286010112
15,2.6695759517347653
16,2.6178163890726864
17,2.56856148912468
18,2.4919778502339294
19,2.4207396906179692
20,2.3566185640585093
21,2.31030762485332
22,2.2521127097101674
23,2.2249440264681146
24,2.1688736618186035
25,2.1374448619575963
26,2.105155849363656
27,2.034903544259982
28,1.9902053358964624
29,1.9953478061490588
30,1.9197695703866584
31,1.8805955600821307
32,1.8914214093238115
33,1.817764962712924
34,1.816150488383654
35,1.8117319610383773
36,1.7639716639079979
37,1.7469604392018585
38,1.7494326643645763
39,1.691130073275417
40,1.693225816409621
41,1.706047737919208
42,1.6582373751120434
43,1.6455115071083937
44,1.6127049694251685
45,1.6152460967811446
46,1.5671505956496632
47,1.577374968626019
48,1.585557018354949
49,1.558537661563605
50,1.5852827006537054
51,1.547855094126943
52,1.5517013480679855
53,1.5445356694981456
54,1.538257681299001
55,1.5244484315108922
56,1.5150009593408968
57,1.513660408866902
58,1.481209061625931
59,1.4971122721520562
60,1.4886240101315908
61,1.4722108909756773
62,1.478218465991732
63,1.4807210570822158
64,1.4826897147835956
65,1.4758799245787992
66,1.4562359182681477
67,1.466712772846222
68,1.4809640658915868
69,1.4474583675877917
70,1.4727366835706763
71,1.4632950273549392
72,1.4535731517502832
73,1.4464000506430037
74,1.4555549483435848
75,1.4708252610742218
76,1.4408839172683656
77,1.4443730854222343
