epoch,loss
0,6.384907599538565
1,4.880988273976578
2,4.414443446530236
3,3.9097487268348536
4,3.6816584449261427
5,3.5029480553542576
6,3.2727641502602234
7,3.173569016986423
8,3.015073203171293
9,2.9035024768155484
10,2.8001103383592434
11,2.7664141364188657
12,2.5662459596577616
13,2.5248376330774693
14,2.484191155475047
15,2.4127312840686903
16,2.32888554305666
17,2.288635497809284
18,2.2200534241274
19,2.173370734684997
20,2.137353970358769
21,2.087805662304163
22,2.0441473805242114
23,2.013931296662324
24,1.9275785669063528
25,1.9155313375716407
26,1.8868011753592226
27,1.8388946009799838
28,1.8118961314774222
29,1.796203053659863
30,1.7560671796608303
31,1.720688669838839
32,1.7223133325783744
33,1.6860981970611546
34,1.641030533446206
35,1.6272048399162788
36,1.5956327191347048
37,1.5823619096643395
38,1.570788630284369
39,1.555029176434295
40,1.5231517197357283
41,1.5239453966625862
42,1.5107916413495939
43,1.5129138427372608
44,1.4936840228943362
45,1.4864104233889117
46,1.4713231349467404
47,1.4576826679209869
48,1.441000732075837
49,1.440390860972305
50,1.4360626760559778
51,1.4502289085131552
52,1.4194942123980985
53,1.4297360103163455
54,1.3972219092150528
55,1.4026097833282418
56,1.4054278970902994
57,1.39694300506057
58,1.4004905057243175
59,1.3913724865350459
60,1.3914590470699801
61,1.3750088521175914
62,1.3805928953612845
63,1.3569673999316163
64,1.3810453526675701
65,1.368095041045712
66,1.3802393572922382
67,1.3650019922190242
68,1.354538967160301
69,1.3631157679483294
70,1.3691798570151958
71,1.3505378170973725
72,1.3624931431065004
73,1.3546230042249792
74,1.3421823512762785
75,1.3454146922255557
