epoch,loss
0,8.236198282397142
1,4.611618170197184
2,4.202446694159224
3,3.9463468544128535
4,3.8357894828342847
5,3.543757940024688
6,3.2328246318362046
7,2.8967661776061164
8,2.760398295622048
9,2.5474330703288026
10,2.4082727388890377
11,2.3859726432286177
12,2.3028853156732296
13,2.2112125333693853
14,2.1618738413245357
15,2.107295587060247
16,2.1031850273523736
17,2.0605914409592927
18,2.0235126688348353
19,1.964955480265695
20,1.9757557320737165
21,1.9205032395326354
22,1.8973410026808386
23,1.857555834529972
24,1.8541332031888371
25,1.8326359149816889
26,1.8070345679692414
27,1.7963242776263162
28,1.798535171374436
29,1.773850768011763
30,1.7247981550121412
31,1.7241020706460997
32,1.740030907879176
33,1.7493530022593198
34,1.697900798305238
35,1.705667662633488
36,1.729306405436462
37,1.6816577920922757
38,1.7269528750229088
39,1.6954083346744573
40,1.681932726104407
41,1.6848044057137026
42,1.678218383839542
43,1.6600929235758404
44,1.6635467096046828
45,1.6307753116766095
