epoch,loss
0,6.418321657925844
0,6.371382295826208
1,4.7230242669582365
2,4.305485159936159
3,3.9925699047420338
4,3.8093122655930727
5,3.6865649948949395
6,3.39793625810872
7,3.3012320132359214
8,3.2409331332082334
9,3.1321232156414123
10,2.98580472688708
11,2.953008943133884
12,2.7957022724052267
13,2.799663165687687
14,2.7028372742028703
15,2.6041522256823053
16,2.5581117792882853
17,2.513939986729788
18,2.4492465130363903
19,2.4226262786736092
20,2.374256098125544
21,2.2974636431576476
22,2.28041147471716
23,2.2687439187947245
24,2.1610384477923312
25,2.1626945746441684
26,2.1518698752754264
27,2.1270398802848325
28,2.0635457860512867
29,2.060341802839604
30,2.035235020228558
31,2.0312065831902952
32,2.0086007268271513
33,1.9610732921088736
34,1.9487052346683211
35,1.9555046865716577
36,1.900513692655497
37,1.9079508141924937
38,1.8984584174015455
39,1.8714786463727553
40,1.8827409188573558
41,1.882009824220505
