epoch,loss
0,5.957709188226794
1,3.5141443762232045
2,2.990871389224881
3,2.454668740522666
4,2.233571678214386
5,2.1140889437081385
6,1.937089656171252
7,1.8871395013957728
8,1.809250070169324
9,1.759416465827676
10,1.6856089232788711
11,1.6556021510675305
12,1.584408743645324
13,1.5615888693489013
14,1.5458642120537212
15,1.4989881749964151
16,1.463984341816824
17,1.4427793599042247
18,1.4024951195521433
19,1.3780373761399847
20,1.3718831489320662
21,1.3524179192840076
22,1.3315140060420896
23,1.3112902529317825
24,1.2987637692689895
25,1.2829244188988795
26,1.285544901851748
27,1.261749625215765
28,1.239170613660187
29,1.2459298779925363
30,1.2053488735781341
31,1.2151844176698903
32,1.2103819958987783
33,1.2001933498460737
