epoch,loss
0,7.380590198716768
1,5.562757727437808
2,4.9334466533813
3,4.3409058291193405
4,4.20797356837041
5,3.9796306865949496
6,3.656112998156458
7,3.553236347729884
8,3.4053174000388635
9,3.2294300674984697
10,3.0848301709629595
11,3.041261662874603
12,3.0060983980074525
13,2.9091226564099397
14,2.8070054865028293
15,2.678191241601275
16,2.531351009029701
17,2.488325674176546
18,2.4309060624800622
19,2.3730198556925948
20,2.317304154431137
21,2.281532691170772
22,2.2010653604520485
23,2.155262619140558
24,2.1065270193697265
25,2.038251166821283
26,2.039214072894538
27,1.987110936085325
28,1.9444170434071566
29,1.9444205106604688
30,1.8771282328816596
31,1.8453622734959936
32,1.8071112698089564
33,1.7835044588185458
34,1.7411980994220357
35,1.7323986782236414
36,1.7101304982594836
37,1.6846169188720523
38,1.6489932509599992
39,1.6165090914776858
40,1.618574866030637
41,1.607851179112913
42,1.5609628996996132
43,1.5476695818360895
44,1.5452039801942494
45,1.5176523836344131
46,1.5001878699549707
47,1.5054364443979769
48,1.48617016364733
49,1.479019980766073
50,1.4672281902070001
51,1.4534314548727707
52,1.4358578690516879
